Timestamp,Amplitude
20241206_144542,693
111333,685
111337,687
111330,693
111333,685
111337,687
111330,693
111333,685
111337,687
0,677
2,687
3,678
4,686
5,685
7,685
9,682
11,683
13,677
16,685
18,687
21,682
23,680
26,679
28,679
31,679
33,684
36,686
38,676
41,681
44,683
47,685
49,687
52,686
54,690
57,685
59,688
62,682
64,676
67,678
69,684
72,689
74,675
76,685
79,682
81,673
84,681
87,685
90,675
92,686
95,675
97,683
100,683
103,672
105,686
108,695
111,678
114,677
116,684
119,690
122,682
125,680
128,669
131,690
134,689
137,688
139,678
142,670
145,683
147,685
150,686
153,682
156,682
158,680
161,682
164,683
167,687
169,684
173,686
176,683
178,688
181,688
184,686
187,682
189,670
192,688
195,680
198,675
200,683
203,689
206,684
209,688
211,690
215,676
218,690
220,697
223,683
226,682
229,681
231,683
234,678
237,683
240,681
242,694
245,681
248,675
250,685
253,690
257,690
260,680
262,674
265,685
268,689
271,684
273,694
276,688
279,679
282,680
284,674
287,678
290,681
293,681
295,687
299,674
302,682
305,677
307,674
310,684
313,677
315,687
318,681
321,683
324,683
326,681
329,690
332,682
335,674
337,692
340,685
344,677
346,681
349,680
352,686
355,687
357,675
360,681
363,685
366,682
368,680
371,685
374,685
377,685
379,671
382,690
386,675
389,685
391,672
394,674
397,685
400,687
402,684
405,689
408,682
410,694
413,686
416,675
419,677
421,682
424,687
428,690
430,680
433,694
436,690
439,684
441,688
444,685
447,680
450,682
452,684
455,682
458,684
461,682
463,678
466,681
470,679
473,689
475,673
478,670
481,674
484,698
486,680
489,684
492,689
494,683
497,685
500,678
503,674
505,691
508,692
512,684
515,678
517,681
520,690
523,687
526,675
528,685
531,682
534,683
537,685
539,672
542,682
545,683
548,680
550,683
553,679
557,674
559,696
562,693
565,683
568,680
570,684
573,696
576,693
578,686
581,681
584,684
587,684
589,692
592,680
595,678
599,685
601,680
604,674
607,679
610,686
612,683
615,690
618,686
621,693
623,674
626,681
629,689
632,676
634,678
637,690
641,686
643,683
646,678
649,672
652,684
654,688
657,679
660,681
663,681
665,692
668,682
671,683
674,683
676,687
679,681
683,687
686,677
688,683
691,695
694,686
696,676
699,687
702,693
705,683
707,683
710,687
713,687
716,679
718,684
721,691
724,685
728,680
730,680
733,679
736,687
738,680
741,696
744,682
747,688
749,683
752,691
755,685
758,675
760,688
763,688
766,685
770,676
772,681
775,685
778,675
781,684
783,682
786,686
789,682
792,684
794,680
797,684
800,693
802,683
805,681
808,681
812,684
814,687
817,670
820,687
822,680
825,674
828,678
831,676
833,676
836,681
839,683
841,684
844,679
847,679
850,694
852,675
856,682
859,684
862,679
864,676
867,687
870,677
873,690
875,687
878,676
881,676
884,694
886,685
889,674
892,688
896,689
898,690
901,677
904,679
906,687
909,679
912,682
915,677
917,677
920,683
923,682
925,677
928,671
931,681
934,676
936,679
940,690
943,682
946,679
948,692
951,678
954,673
956,690
959,695
962,676
965,683
967,680
970,686
973,685
976,669
978,681
982,693
985,671
988,676
990,688
993,682
996,677
999,674
1001,685
1004,688
1007,683
1010,687
1013,678
1016,684
1019,671
1022,688
1026,683
1029,687
1032,686
1035,675
1038,682
1041,677
1044,684
1047,681
1050,685
1053,689
1056,680
1059,684
1062,682
1065,680
1069,675
1072,682
1075,683
1078,685
1081,688
1084,689
1087,686
1090,680
1093,668
1096,677
1099,671
1102,685
1105,686
1108,698
1112,692
1115,687
1118,679
1121,676
1124,680
1127,679
1130,687
1133,682
1136,688
1139,686
1142,688
1145,686
1148,689
1152,680
1155,683
1158,682
1161,686
1164,687
1167,700
1170,682
1173,679
1176,675
1179,670
1182,681
1185,681
1187,680
1190,684
1193,687
1197,681
1200,677
1203,684
1206,685
1209,683
1212,688
1215,683
1218,684
1221,682
1224,682
1227,684
1230,677
1233,689
1236,678
1240,678
1243,681
1246,682
1249,685
1252,685
1255,690
1258,684
1261,683
1264,684
1267,687
1270,677
1273,684
1276,681
1280,678
1283,678
1286,692
1289,694
1292,686
1295,681
1298,683
1301,676
1304,679
1307,677
1310,683
1313,688
1316,689
1319,688
1323,683
1326,683
1329,682
1332,685
1335,682
1338,690
1341,685
1344,688
1347,691
1350,691
1353,683
1356,685
1359,675
1361,699
1364,685
1368,677
1371,683
1374,689
1377,677
1380,690
1383,680
1386,687
1389,684
1392,690
1395,679
1398,686
1401,683
1404,679
1408,681
1411,680
1414,686
1417,683
1420,687
1423,687
1426,685
1429,685
1432,684
1435,678
1438,681
1441,692
1444,680
1447,675
1451,688
1454,693
1457,681
1460,687
1463,674
1466,678
1469,681
1472,691
1475,684
1478,690
1481,682
1484,677
1487,678
1490,680
1494,686
1497,686
1500,688
1503,682
1506,692
1509,673
1512,683
1515,686
1518,673
1521,687
1524,687
1527,684
1530,687
1533,678
1536,686
1539,676
1542,688
1545,686
1548,688
1551,683
1554,683
1557,683
1560,685
1563,689
1566,683
1569,684
1572,694
1575,680
1579,686
1582,684
1585,678
1588,682
1591,690
1594,680
1597,689
1600,681
1603,679
1606,684
1609,679
1612,685
1615,687
1618,684
1622,693
1625,687
1628,683
1631,681
1634,685
1637,691
1640,682
1643,691
1646,684
1649,687
1652,691
1655,680
1658,683
1661,683
1665,680
1668,681
1671,694
1674,682
1677,690
1680,689
1683,682
1686,686
1689,681
1692,683
1695,691
1698,689
1701,692
1704,684
1708,688
1711,677
1714,693
1717,677
1720,687
1723,681
1726,680
1729,680
1732,688
1735,681
1738,685
1741,685
1744,683
1747,683
1750,684
1753,693
1756,681
1759,692
1762,679
1765,685
1768,674
1771,681
1774,688
1777,689
1780,685
1783,678
1786,682
1789,677
1793,677
1796,686
1799,684
1802,686
1805,685
1808,690
1811,680
1814,687
1817,685
1820,684
1823,686
1826,694
1829,676
1832,686
1836,686
1839,682
1842,679
1845,693
1848,672
1851,685
1854,690
1857,687
1860,682
1863,680
1866,686
1869,681
1872,686
1875,688
1879,689
1882,685
1885,688
1888,678
1891,687
1894,683
1897,688
1900,685
1903,682
1906,682
1909,686
1912,670
1915,688
1918,682
1922,688
1925,682
1927,694
1930,685
1933,678
1936,684
1939,680
1942,677
1945,679
1948,682
1951,681
1954,680
1957,682
1960,679
1964,685
1967,687
1970,685
1973,690
1976,679
1979,683
1982,677
1985,695
1988,691
1991,693
1994,676
1997,676
2000,688
2003,685
2007,679
2010,688
2013,683
2016,684
2019,681
2022,688
2025,681
2028,677
2031,680
2034,680
2037,677
2040,684
2043,689
2046,681
2050,697
2053,676
2056,678
2059,687
2062,679
2065,690
