Timestamp,Amplitude
20241211_105649,903
628661,727
628664,799
628668,903
1,794
2,823
4,859
5,887
6,752
8,796
10,727
13,728
15,722
18,731
20,831
23,911
25,962
28,952
30,774
33,724
35,9
38,730
40,828
44,904
46,964
49,931
51,744
54,722
56,723
58,733
61,848
63,931
66,845
68,866
71,733
73,725
76,725
78,736
81,852
83,952
87,956
89,893
92,723
94,8
97,723
99,730
102,864
105,960
107,955
110,797
113,727
116,721
118,729
121,856
124,787
126,944
130,906
133,736
136,727
138,733
141,862
144,961
147,953
149,866
152,724
155,720
158,731
160,833
163,924
166,958
169,905
172,724
175,722
178,726
181,828
183,813
186,963
189,952
191,767
194,724
197,728
200,818
202,926
205,965
208,936
211,8
214,721
217,725
220,790
222,867
225,954
228,953
231,765
233,723
236,730
239,736
242,810
244,950
247,967
250,837
253,730
256,723
259,742
262,881
265,944
267,955
270,8
273,722
275,723
278,728
281,845
284,915
286,960
289,887
292,725
294,721
297,729
301,840
304,956
306,961
309,944
312,746
315,724
317,729
320,834
323,912
326,958
328,9
331,727
334,723
336,726
339,794
343,873
346,962
348,940
351,746
354,728
357,9
359,738
362,899
365,960
367,959
370,813
373,723
376,728
378,730
381,845
385,915
388,8
390,731
393,724
396,722
398,731
401,849
404,924
407,958
409,872
412,730
415,719
418,734
420,872
423,961
427,959
429,933
432,736
435,722
438,727
440,825
443,897
446,733
449,768
451,721
454,726
457,726
460,816
462,891
465,963
468,932
472,740
474,726
477,735
480,817
483,938
485,966
488,960
491,787
493,727
496,727
499,792
502,853
504,787
507,843
510,722
514,722
516,726
519,736
522,862
525,941
527,960
530,796
533,732
536,724
538,740
541,895
544,968
547,957
549,887
552,730
556,723
558,728
561,9
564,786
567,910
569,864
572,724
575,723
577,727
580,824
583,907
586,960
588,9
591,728
594,724
598,732
600,828
603,937
606,968
608,956
611,765
614,728
617,724
619,8
622,819
625,940
627,953
630,766
633,726
636,725
638,735
642,860
645,953
648,723
650,728
653,724
656,728
659,735
661,879
664,968
667,958
670,810
672,729
675,726
678,732
681,837
684,912
687,957
690,866
692,721
695,725
698,725
701,833
703,932
706,789
709,810
712,728
714,722
717,733
720,847
723,939
726,961
729,904
732,724
735,9
737,727
740,810
743,899
745,968
748,926
751,723
754,723
756,722
759,803
762,9
764,869
768,931
771,790
774,728
776,723
779,736
782,899
785,966
787,954
790,771
793,720
795,724
798,728
801,862
804,929
806,958
809,795
813,725
816,724
818,734
821,754
824,891
827,962
829,921
832,730
835,725
838,731
840,881
843,937
846,959
849,887
851,726
855,721
858,730
860,835
863,902
866,958
869,899
871,725
874,721
877,9
880,824
882,940
885,962
888,953
890,777
893,724
897,727
900,814
902,879
905,965
908,8
910,725
913,726
916,724
919,737
921,859
924,949
927,952
930,768
932,727
935,725
939,738
942,892
944,967
947,960
950,838
953,723
955,725
958,728
961,831
964,905
966,774
969,753
972,724
974,729
977,727
980,841
984,916
986,958
989,893
992,8
994,720
997,732
1000,859
1003,961
1006,966
1009,910
1012,731
1015,722
1018,732
1021,9
1025,824
1028,897
1031,741
1034,727
1037,726
1040,805
1043,897
1046,964
1049,925
1052,730
1055,723
1058,742
1061,888
1064,954
1068,954
1071,811
1074,719
1077,728
1079,9
1082,843
1085,960
1088,938
1091,729
1094,724
1097,731
1100,840
1103,935
1106,718
1110,728
1113,726
1116,724
1119,811
1122,913
1125,962
1128,952
1131,722
1134,723
1137,726
1140,839
1143,932
1146,950
1149,779
1153,721
1156,723
1159,736
1162,892
1165,816
1168,881
1171,736
1174,726
1177,728
1180,843
1183,950
1186,958
1189,856
1192,7
1196,723
1199,732
1202,871
1205,967
1208,951
1211,734
1214,722
1217,733
1220,823
1223,856
1226,962
1229,941
1232,743
1235,723
1239,734
1242,896
1245,967
1248,949
1251,8
1253,723
1256,727
1259,819
1262,901
1265,959
1268,906
1271,726
1274,726
1277,727
1281,889
1284,962
1287,956
1290,825
1293,725
1296,725
1299,809
1302,882
1305,955
1308,730
1311,725
1314,722
1317,732
1320,850
1324,945
1327,960
1330,779
1333,722
1336,730
1339,815
1342,947
1345,961
1348,958
1351,746
1354,726
1357,726
1360,835
1363,9
1367,829
1370,728
1373,724
1376,724
1379,733
1382,875
1385,958
1388,950
1391,8
1393,723
1396,729
1399,857
1402,953
1405,959
1409,906
1412,729
1415,722
1418,739
1421,727
1424,884
1427,918
1430,735
1433,722
1436,725
1439,814
1442,905
1445,958
1448,734
1452,724
1455,727
1458,741
1461,882
1464,957
1467,962
1470,783
1473,726
1476,725
1479,801
1482,903
1485,958
1488,907
1491,725
1495,722
1498,730
1501,849
1504,963
1507,832
1510,734
1513,728
1516,730
1519,815
1522,925
1525,960
1528,909
1531,725
1534,720
1538,730
1541,863
1544,957
1547,957
1550,782
1553,723
1556,726
1559,803
1562,755
1565,950
1568,957
1571,762
1574,721
1577,731
1581,885
1584,966
1587,963
1590,791
1593,719
1596,723
1599,797
1602,883
1605,966
1608,936
1611,727
1614,725
1617,737
1620,861
1624,949
1627,964
1630,852
1633,724
1636,723
1639,736
1642,873
1644,947
1647,727
1650,721
1653,717
1656,726
1659,834
1662,912
1666,953
1669,859
1672,726
1675,724
1678,740
1681,923
1684,969
1687,960
1690,765
1693,726
1696,728
1699,821
1702,920
1705,825
1709,796
1712,726
1715,723
1718,733
1721,864
1724,957
1727,955
1730,7
1733,728
1736,727
1739,844
1742,962
1745,963
