Timestamp,Amplitude
20241206_145206,686
291757,687
0,695
1,684
3,681
4,682
5,679
7,690
9,690
11,691
14,690
16,690
19,696
21,685
24,687
26,701
29,677
31,685
34,693
36,684
39,685
41,683
45,685
47,686
49,678
52,681
54,685
57,684
59,685
62,681
64,683
67,689
69,683
72,687
74,683
77,683
79,685
82,682
84,684
88,682
90,679
93,683
95,673
98,687
100,689
103,684
105,685
108,691
111,691
114,686
116,678
119,678
122,676
125,681
128,682
131,680
134,682
137,684
139,692
142,691
145,685
148,680
150,683
153,676
156,689
158,684
161,678
164,678
167,691
169,685
173,684
176,700
179,676
181,675
184,682
187,696
189,687
192,686
195,685
198,687
200,688
203,684
206,690
209,682
211,681
215,679
218,684
220,685
223,687
226,682
229,687
231,686
234,688
237,686
240,690
242,691
245,681
248,683
250,696
253,692
257,675
260,686
262,679
265,682
268,687
271,688
273,696
276,681
279,688
282,684
284,697
287,684
290,681
293,686
295,682
299,690
302,685
304,676
307,680
310,681
313,685
315,684
318,688
321,691
323,681
326,683
329,687
332,688
334,691
337,688
340,683
344,694
346,688
349,690
352,689
354,687
357,690
360,690
363,693
365,688
368,690
371,687
374,681
376,683
379,682
382,696
386,690
388,678
391,695
394,688
397,685
399,690
402,681
405,684
407,677
410,686
413,689
416,690
418,686
421,687
424,685
427,685
430,685
433,692
436,684
438,685
441,687
444,691
447,687
449,685
452,679
455,696
457,688
460,691
463,682
466,690
468,686
472,689
475,689
478,685
480,683
483,683
486,681
489,676
491,690
494,679
497,692
500,677
502,686
505,677
508,691
510,681
514,695
517,686
520,687
522,686
525,675
528,687
531,685
533,685
536,681
539,685
541,686
544,685
547,682
550,687
552,688
556,685
559,688
561,681
564,693
567,688
570,679
572,685
575,684
578,686
581,686
583,693
586,681
589,681
592,684
594,680
598,679
601,690
604,686
606,683
609,689
612,685
615,681
617,683
620,686
623,691
625,683
628,685
631,681
634,687
636,679
640,672
643,682
646,682
648,686
651,686
654,680
657,691
659,689
662,685
665,688
667,679
670,688
673,686
676,679
678,683
681,686
685,682
688,687
690,682
693,678
696,689
699,689
701,686
704,688
707,689
709,682
712,689
715,685
718,692
720,688
723,684
727,691
730,679
732,683
735,686
738,685
741,690
743,674
746,685
749,681
752,689
754,680
757,675
760,691
762,691
765,681
769,684
772,684
774,688
777,688
780,683
783,682
785,698
788,671
791,671
794,685
796,689
799,687
802,685
804,685
807,688
811,686
814,682
816,681
819,681
822,688
825,685
827,685
830,690
833,690
835,691
838,682
841,682
844,683
846,695
849,680
852,688
856,681
858,686
861,683
864,685
866,686
869,686
872,686
875,689
877,684
880,684
883,688
886,693
888,684
891,683
894,683
898,681
900,692
903,680
906,680
908,681
911,682
914,682
917,690
919,697
922,679
925,684
927,679
930,681
933,680
936,676
939,681
942,688
945,681
948,686
950,679
953,687
956,686
959,692
961,680
964,686
967,685
970,681
972,687
975,691
978,686
982,686
984,689
987,691
990,687
992,682
995,687
998,688
1001,682
1004,690
1007,683
1010,685
1013,691
1016,683
1019,685
1022,691
1026,690
1029,685
1032,686
1034,684
1037,683
1040,689
1043,687
1046,678
1049,683
1052,692
1055,686
1058,686
1061,678
1064,684
1068,691
1071,682
1074,687
1077,689
1080,684
1083,686
1086,688
1089,689
1092,685
1095,679
1098,689
1101,677
1104,685
1107,673
1111,686
